expt_id_PCR,expt_date_PCR,expt_user_PCR,expt_version_PCR,expt_assay,expt_notes_PCR,expt_summary_PCR,expt_rxns_PCR,pcr_primers,pcr_primersource,pcr_targetpanel,pcr_template_vol,pcr_enzyme,pcr_product_ngul,expt_id_seqlib,expt_date_seqlib,expt_user_seqlib,expt_sub-type,expt_version_seqlib,expt_notes_seqlib,expt_summary_seqlib,expt_rxns_seqlib,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_massloaded_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,seqlib_identifier,barcode,pcrproductadded_vol_ul,sample_id,extraction_id,pcr_identifier,swga_identifier,sample_type
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,32.4,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_G4,barcode31,10,8021628,CW164,PCBM057_G4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,45.4,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_H4,barcode32,10,8019209,CW165,PCBM057_H4,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,13.1,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_A5,barcode33,10,8019265,CW166,PCBM057_A5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,24.0,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_B5,barcode34,10,8019423,CW167,PCBM057_B5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,24.4,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_C5,barcode35,10,3031684,CW168,PCBM057_C5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,26.8,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_D5,barcode36,10,8019298,CW169,PCBM057_D5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,0.0542,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_E5,barcode37,10,8019366,CW170,PCBM057_E5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,23.8,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_F5,barcode38,10,8018917,CW171,PCBM057_F5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,33.2,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_G5,barcode39,10,8018869,CW172,PCBM057_G5,,Field
PCBM057,2025-07-02,Brenda Mambwe,9,NOMADS_MVP,To perform MVP PCR on 64 samples collected during the HRP2 survey in 2024 Sample Ids DR869-DR897 and TES2023 treatment failures CW159-CW197.,HRP2/3_Batch13,96,N004,,Pf-03-9,8,KAPA HiFi ReadyMix,43.8,SLMM079,2025-07-03,Mulenga Mwenda,rapid,3,To sequence samples from PCBM057. TES 2023 treatment failures and HRP2 samples,HRP22024_Batch13,65,200,10,222,Mk1b,800,800,11,,R10.4.1,New,1610,,0,SLMM079_H5,barcode40,10,8021475,CW173,PCBM057_H5,,Field
