expt_id,expt_date,expt_user,expt_type,expt_sub-type,expt_version,expt_notes,expt_summary,expt_rxns,pcr_product_targetmass_per_sample_ng,pcr_product_maxvol_ul,library_dnaconc_ngul,seq_platform,flowcell_targetmass_ng,flowcell_massloaded_ng,flowcell_maxvol_ul,flowcell_id,flowcell_chemistry,flowcell_status,flowcell_checkpores,flowcell_runlength_hrs,flowcell_prevusage_hrs,sample_id,extraction_id,sample_type,swga_identifier,pcr_identifier,seqlib_identifier,barcode,pcrproductadded_vol_ul
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031580,EE485,Field,,PCMM080_D2,SLMM080_D2,barcode12,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031581,EE486,Field,,PCMM080_E2,SLMM080_E2,barcode13,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031582,EE487,Field,,PCMM080_F2,SLMM080_F2,barcode14,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031584,EE488,Field,,PCMM080_G2,SLMM080_G2,barcode15,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031585,EE489,Field,,PCMM080_H2,SLMM080_H2,barcode16,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031586,EE490,Field,,PCMM080_A3,SLMM080_A3,barcode17,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031587,EE491,Field,,PCMM080_B3,SLMM080_B3,barcode18,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031588,EE492,Field,,PCMM080_C3,SLMM080_C3,barcode19,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031589,EE493,Field,,PCMM080_D3,SLMM080_D3,barcode20,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031591,EE495,Field,,PCMM080_E3,SLMM080_E3,barcode21,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031594,EE496,Field,,PCMM080_F3,SLMM080_F3,barcode22,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031595,EE497,Field,,PCMM080_G3,SLMM080_G3,barcode23,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031597,EE498,Field,,PCMM080_H3,SLMM080_H3,barcode24,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031600,EE500,Field,,PCMM080_A4,SLMM080_A4,barcode25,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031601,EE501,Field,,PCMM080_B4,SLMM080_B4,barcode26,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031607,EE502,Field,,PCMM080_C4,SLMM080_C4,barcode27,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031608,EE503,Field,,PCMM080_D4,SLMM080_D4,barcode28,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031610,EE504,Field,,PCMM080_E4,SLMM080_E4,barcode29,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031612,EE505,Field,,PCMM080_F4,SLMM080_F4,barcode30,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031615,EE506,Field,,PCMM080_G4,SLMM080_G4,barcode31,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031620,EE507,Field,,PCMM080_H4,SLMM080_H4,barcode32,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031621,EE508,Field,,PCMM080_A5,SLMM080_A5,barcode33,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031622,EE509,Field,,PCMM080_B5,SLMM080_B5,barcode34,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031624,EE511,Field,,PCMM080_C5,SLMM080_C5,barcode35,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031627,EE514,Field,,PCMM080_D5,SLMM080_D5,barcode36,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031629,EE515,Field,,PCMM080_E5,SLMM080_E5,barcode37,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031630,EE516,Field,,PCMM080_F5,SLMM080_F5,barcode38,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031634,EE518,Field,,PCMM080_G5,SLMM080_G5,barcode39,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031635,EE519,Field,,PCMM080_H5,SLMM080_H5,barcode40,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031636,EE520,Field,,PCMM080_A6,SLMM080_A6,barcode41,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031637,EE521,Field,,PCMM080_B6,SLMM080_B6,barcode42,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031638,EE522,Field,,PCMM080_C6,SLMM080_C6,barcode43,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031639,EE523,Field,,PCMM080_D6,SLMM080_D6,barcode44,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031640,EE524,Field,,PCMM080_E6,SLMM080_E6,barcode45,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031641,EE525,Field,,PCMM080_F6,SLMM080_F6,barcode46,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031643,EE527,Field,,PCMM080_G6,SLMM080_G6,barcode47,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031644,EE528,Field,,PCMM080_H6,SLMM080_H6,barcode48,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031646,EE530,Field,,PCMM080_A7,SLMM080_A7,barcode49,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031649,EE531,Field,,PCMM080_B7,SLMM080_B7,barcode50,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031650,EE532,Field,,PCMM080_C7,SLMM080_C7,barcode51,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031651,EE533,Field,,PCMM080_D7,SLMM080_D7,barcode52,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031652,EE534,Field,,PCMM080_E7,SLMM080_E7,barcode53,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031653,EE535,Field,,PCMM080_F7,SLMM080_F7,barcode54,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031654,EE536,Field,,PCMM080_G7,SLMM080_G7,barcode55,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031655,EE537,Field,,PCMM080_H7,SLMM080_H7,barcode56,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031657,EE538,Field,,PCMM080_A8,SLMM080_A8,barcode57,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031661,EE539,Field,,PCMM080_B8,SLMM080_B8,barcode58,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031662,EE540,Field,,PCMM080_C8,SLMM080_C8,barcode59,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031664,EE541,Field,,PCMM080_D8,SLMM080_D8,barcode60,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031668,EE542,Field,,PCMM080_E8,SLMM080_E8,barcode61,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031671,EE544,Field,,PCMM080_F8,SLMM080_F8,barcode62,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031673,EE546,Field,,PCMM080_G8,SLMM080_G8,barcode63,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031674,EE547,Field,,PCMM080_H8,SLMM080_H8,barcode64,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031675,EE548,Field,,PCMM080_A9,SLMM080_A9,barcode65,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8031677,EE550,Field,,PCMM080_B9,SLMM080_B9,barcode66,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032353,EE551,Field,,PCMM080_C9,SLMM080_C9,barcode67,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032355,EE553,Field,,PCMM080_D9,SLMM080_D9,barcode68,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032356,EE554,Field,,PCMM080_E9,SLMM080_E9,barcode69,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032357,EE555,Field,,PCMM080_F9,SLMM080_F9,barcode70,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032362,EE558,Field,,PCMM080_G9,SLMM080_G9,barcode71,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032363,EE559,Field,,PCMM080_H9,SLMM080_H9,barcode72,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032364,EE560,Field,,PCMM080_A10,SLMM080_A10,barcode73,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032365,EE561,Field,,PCMM080_B10,SLMM080_B10,barcode74,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032368,EE564,Field,,PCMM080_C10,SLMM080_C10,barcode75,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032369,EE565,Field,,PCMM080_D10,SLMM080_D10,barcode76,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032371,EE567,Field,,PCMM080_E10,SLMM080_E10,barcode77,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032381,EE568,Field,,PCMM080_F10,SLMM080_F10,barcode78,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032382,EE569,Field,,PCMM080_G10,SLMM080_G10,barcode79,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032384,EE571,Field,,PCMM080_H10,SLMM080_H10,barcode80,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032385,EE572,Field,,PCMM080_A11,SLMM080_A11,barcode81,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032388,EE574,Field,,PCMM080_B11,SLMM080_B11,barcode82,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032389,EE575,Field,,PCMM080_C11,SLMM080_C11,barcode83,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032391,EE577,Field,,PCMM080_D11,SLMM080_D11,barcode84,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032392,EE578,Field,,PCMM080_E11,SLMM080_E11,barcode85,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032393,EE579,Field,,PCMM080_F11,SLMM080_F11,barcode86,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032395,EE581,Field,,PCMM080_G11,SLMM080_G11,barcode87,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032396,EE582,Field,,PCMM080_H11,SLMM080_H11,barcode88,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032400,EE585,Field,,PCMM080_A12,SLMM080_A12,barcode89,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,8032403,EE587,Field,,PCMM080_B12,SLMM080_B12,barcode90,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,3D7,3D7,Positive,,PCMM080_C12,SLMM080_C12,barcode91,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,Dd2,Dd2,Positive,,PCMM080_D12,SLMM080_D12,barcode92,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,HB3,HB3,Positive,,PCMM080_E12,SLMM080_E12,barcode93,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,IPC 3445,IPC 3445,Positive,,PCMM080_F12,SLMM080_F12,barcode94,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,Human,Human,Negative,,PCMM080_G12,SLMM080_G12,barcode95,10
SLMM080,2025-07-16,Mulenga Mwenda,seqlib,rapid,3,To sequence samples amplified on PCMM080,HRP2_2024_Batch14,96,200,10,206,Mk1b,800,800,11,,R10.4.1,New,1492,,0,NTC,NTC,Negative,,PCMM080_H12,SLMM080_H12,barcode96,10
