pool,microsat_kbp,fluorophore,plate,well,major_peak_size,major_peak_height,minor_peak_size,minor_peak_height,n_peaks,allele_size,sample_id,extraction_id,set_type,province,district,carrier_A724E
4,-6.36,FAM,C01,G5,270.7,8609.0,,,1,271.0,1046677,Z061,clonal,western,luampa,False
4,-6.36,FAM,C01,C5,255.51,8256.0,,,1,256.0,1046678,Z057,representative,western,luampa,True
4,-6.36,FAM,C01,C2,255.64,8292.0,,,1,256.0,1046680,Z011,clonal,western,luampa,True
4,-6.36,FAM,C01,A5,255.59,8427.0,,,1,256.0,1046689,Z048,representative,western,luampa,True
4,-6.36,FAM,C01,E5,255.59,8890.0,,,1,256.0,1046718,Z059,representative,western,luampa,True
4,-6.36,FAM,C01,F5,285.74,2289.0,,,1,286.0,1046728,Z060,representative,western,luampa,False
4,-6.36,FAM,C01,G4,255.65,2191.0,,,1,256.0,5053742,Z043,representative,western,sikongo,True
4,-6.36,FAM,C01,H1,270.81,5665.0,,,1,271.0,5053837,Z005,representative,northwestern,solwezi,False
4,-6.36,FAM,C01,D7,273.7,8786.0,,,1,274.0,8010843,Z086,representative,muchinga,shiwang'andu,False
4,-6.36,FAM,C01,G3,255.71,7749.0,,,1,256.0,8019456,Z030,clonal,northwestern,kasempa,True
4,-6.36,FAM,C01,A4,255.53,8246.0,,,1,256.0,8021039,Z033,clonal,northwestern,kasempa,True
4,-6.36,FAM,C01,D4,255.6,7500.0,,,1,256.0,8021930,Z037,representative,western,kaoma,True
4,-6.36,FAM,C01,G11,270.66,8684.0,,,1,271.0,8021932,Z138,representative,western,kaoma,False
4,-6.36,FAM,C01,F11,255.57,8281.0,,,1,256.0,8021934,Z137,representative,western,kaoma,True
4,-6.36,FAM,C01,D3,273.7,8808.0,,,1,274.0,8021935,Z025,representative,western,kaoma,False
4,-6.36,FAM,C01,E2,276.9,386.0,273.89,280.0,2,277.0,8023299,Z013,representative,northwestern,mushindano,False
4,-6.36,FAM,C01,E3,255.59,8518.0,,,1,256.0,8023320,Z026,clonal,northwestern,manyinga,True
4,-6.36,FAM,C01,H11,270.41,7754.0,,,1,271.0,8023334,Z140,representative,northwestern,manyinga,False
4,-6.36,FAM,C01,C12,267.71,8476.0,,,1,268.0,8023345,Z143,clonal,northwestern,manyinga,False
4,-6.36,FAM,C01,E12,255.66,8853.0,,,1,256.0,8023348,Z145,representative,northwestern,manyinga,True
4,-6.36,FAM,C01,A12,273.67,8053.0,,,1,274.0,8023349,Z141,clonal,northwestern,manyinga,False
4,-6.36,FAM,C01,C3,255.53,8267.0,,,1,256.0,8023430,Z024,clonal,northwestern,kabompo,True
4,-6.36,FAM,C01,F6,255.67,5222.0,,,1,256.0,8031512,Z077,representative,muchinga,mafinga,True
4,-6.36,FAM,C01,D6,276.74,1454.0,273.71,1422.0,2,277.0,8031765,Z070,clonal,northwestern,mushindano,False
4,-6.36,FAM,C01,A8,279.68,8079.0,,,1,280.0,8031772,Z094,representative,northwestern,mushindano,False
4,-6.36,FAM,C01,H3,270.72,7010.0,,,1,271.0,8031773,Z032,clonal,northwestern,mushindano,False
4,-6.36,FAM,C01,C8,270.62,8014.0,,,1,271.0,8032013,Z100,clonal,northwestern,mushindano,False
4,-6.36,FAM,C01,B8,267.5,8310.0,,,1,268.0,8032032,Z098,representative,northwestern,mwinilunga,False
4,-6.36,FAM,C01,H9,270.72,3414.0,,,1,271.0,8032265,Z115,clonal,western,senanga,False
4,-6.36,FAM,C01,E9,264.6,8932.0,,,1,265.0,8032294,Z112,clonal,western,kaoma,False
4,-6.36,FAM,C01,F9,255.66,8135.0,,,1,256.0,8032319,Z113,representative,western,mitete,True
4,-6.36,FAM,C01,A10,270.67,5972.0,,,1,271.0,8032330,Z116,representative,western,kalabo,False
4,-6.36,FAM,C01,D9,270.65,8263.0,,,1,271.0,8032335,Z111,representative,western,nalolo,False
4,-6.36,FAM,C01,C4,255.53,8243.0,,,1,256.0,8032343,Z035,representative,western,shangombo,True
4,-6.36,FAM,C01,G9,273.64,8377.0,,,1,274.0,8032348,Z114,clonal,western,sikongo,False
4,-6.36,FAM,C01,B11,279.61,8077.0,,,1,280.0,8032526,Z127,representative,western,mongu,False
4,-6.36,FAM,C01,D11,279.7,8301.0,,,1,280.0,8032527,Z131,representative,western,mongu,False
4,-6.36,FAM,C01,E11,273.62,7173.0,,,1,274.0,8032541,Z132,representative,western,limulunga,False
4,-6.36,FAM,C01,C11,255.58,3170.0,,,1,256.0,8032558,Z130,representative,western,luampa,True
4,-6.36,FAM,C01,B6,270.7,1171.0,,,1,271.0,8032579,Z065,clonal,western,nalolo,False
4,-6.36,FAM,C01,E6,264.69,8427.0,,,1,265.0,8032583,Z071,clonal,western,nalolo,False
4,-6.36,FAM,C01,C6,273.74,8850.0,,,1,274.0,8032589,Z069,representative,western,shangombo,False
4,-6.36,FAM,C01,E10,273.68,8284.0,,,1,274.0,8034000,Z121,clonal,western,sesheke,False
4,-6.36,FAM,C01,B4,270.7,8396.0,,,1,271.0,8034002,Z034,clonal,western,sesheke,False
4,-6.36,FAM,C01,A11,270.62,8080.0,,,1,271.0,8034003,Z125,clonal,western,sesheke,False
4,-6.36,FAM,C01,F10,273.7,8505.0,,,1,274.0,8034004,Z122,clonal,western,sesheke,False
4,-6.36,FAM,C01,G10,270.79,8286.0,,,1,271.0,8034007,Z123,clonal,western,sesheke,False
4,-6.36,FAM,C01,H10,273.66,7842.0,,,1,274.0,8034008,Z124,representative,western,sesheke,False
4,-6.36,FAM,C01,D10,255.57,8314.0,,,1,256.0,8034009,Z120,clonal,western,sesheke,True
4,-6.36,FAM,C01,F7,270.51,8090.0,,,1,271.0,8034014,Z088,representative,western,sesheke,False
4,-6.36,FAM,C01,F2,270.87,8910.0,,,1,271.0,8034017,Z015,representative,western,sesheke,False
4,-6.36,FAM,C01,A6,273.57,8264.0,,,1,274.0,8034024,Z063,representative,western,sesheke,False
4,-6.36,FAM,C01,A3,267.63,8689.0,,,1,268.0,8034025,Z020,clonal,western,sesheke,True
4,-6.36,FAM,C01,H5,270.67,7762.0,,,1,271.0,8034026,Z062,representative,western,sesheke,False
4,-6.36,FAM,C01,B3,255.58,8807.0,,,1,256.0,8034028,Z021,clonal,western,sesheke,True
4,-6.36,FAM,C01,E4,273.75,8750.0,,,1,274.0,8034031,Z038,clonal,western,sesheke,False
4,-6.36,FAM,C01,F4,267.73,8892.0,,,1,268.0,8034036,Z042,representative,western,sesheke,True
4,-6.36,FAM,C01,F8,273.69,8259.0,,,1,274.0,8034039,Z104,representative,western,sesheke,False
4,-6.36,FAM,C01,H8,273.75,8068.0,,,1,274.0,8034040,Z107,representative,western,sesheke,False
4,-6.36,FAM,C01,G8,255.68,6676.0,,,1,256.0,8034042,Z106,representative,western,sesheke,True
4,-6.36,FAM,C01,E8,255.69,9045.0,,,1,256.0,8034044,Z103,representative,western,sesheke,True
4,-6.36,FAM,C01,D8,267.74,8911.0,,,1,268.0,8034045,Z102,representative,western,sesheke,True
4,-6.36,FAM,C01,A9,264.61,8314.0,,,1,265.0,8034048,Z108,representative,western,sesheke,True
4,-6.36,FAM,C01,C9,270.56,8166.0,,,1,271.0,8034049,Z110,representative,western,sesheke,False
4,-6.36,FAM,C01,D2,270.65,8255.0,,,1,271.0,8034050,Z012,clonal,western,sesheke,False
4,-6.36,FAM,C01,B9,273.62,8706.0,,,1,274.0,8034052,Z109,representative,western,sesheke,False
4,-6.36,FAM,C01,E1,255.78,9008.0,,,1,256.0,8034059,Z002,clonal,western,sesheke,True
4,-6.36,FAM,C02,E10,255.68,1982.0,,,1,256.0,1012412,Z281,clonal,northwestern,zambezi,True
4,-6.36,FAM,C02,E6,273.84,4018.0,,,1,274.0,1012423,Z229,clonal,northwestern,mufumbwe,False
4,-6.36,FAM,C02,E8,270.81,1663.0,,,1,271.0,1012427,Z253,representative,northwestern,mufumbwe,False
4,-6.36,FAM,C02,H7,270.81,1237.0,,,1,271.0,1012431,Z244,representative,northwestern,mufumbwe,False
4,-6.36,FAM,C02,A8,255.6,8116.0,,,1,256.0,1012434,Z246,representative,northwestern,mufumbwe,True
4,-6.36,FAM,C02,B8,270.64,8207.0,,,1,271.0,1012438,Z249,representative,northwestern,mufumbwe,False
4,-6.36,FAM,C02,C8,258.67,8104.0,,,1,259.0,1012443,Z250,clonal,northwestern,mufumbwe,False
4,-6.36,FAM,C02,D8,255.74,5183.0,,,1,256.0,1012444,Z251,clonal,northwestern,mufumbwe,True
4,-6.36,FAM,C02,G7,267.8,8155.0,,,1,268.0,1012449,Z243,representative,northwestern,mufumbwe,True
4,-6.36,FAM,C02,F7,270.82,474.0,,,1,271.0,1012540,Z242,representative,northwestern,zambezi,False
4,-6.36,FAM,C02,C7,270.75,7970.0,,,1,271.0,1012543,Z239,clonal,northwestern,zambezi,False
4,-6.36,FAM,C02,F10,255.67,645.0,,,1,256.0,1012544,Z283,representative,northwestern,zambezi,True
4,-6.36,FAM,C02,D7,255.72,8236.0,,,1,256.0,1012552,Z240,clonal,northwestern,zambezi,True
4,-6.36,FAM,C02,C6,255.65,8318.0,,,1,256.0,1040820,Z227,representative,northwestern,manyinga,True
4,-6.36,FAM,C02,G5,255.68,2336.0,,,1,256.0,1045436,Z212,clonal,western,sesheke,False
4,-6.36,FAM,C02,C2,274.04,3940.0,,,1,274.0,1045447,Z157,clonal,western,sesheke,False
4,-6.36,FAM,C02,H6,255.76,6340.0,,,1,256.0,1046717,Z234,clonal,western,luampa,True
4,-6.36,FAM,C02,B7,285.77,631.0,,,1,286.0,1046736,Z238,representative,western,luampa,False
4,-6.36,FAM,C02,G8,267.71,8107.0,,,1,268.0,1046791,Z257,clonal,western,kalabo,True
4,-6.36,FAM,C02,F8,264.77,7725.0,,,1,265.0,1046798,Z255,clonal,western,kalabo,False
4,-6.36,FAM,C02,H8,270.85,3245.0,,,1,271.0,1046802,Z259,clonal,western,kalabo,False
4,-6.36,FAM,C02,D2,271.08,7826.0,,,1,271.0,2033430,Z159,representative,western,sesheke,False
4,-6.36,FAM,C02,E9,255.67,832.0,,,1,256.0,5053699,Z265,representative,western,sikongo,True
4,-6.36,FAM,C02,A7,270.7,7632.0,,,1,271.0,5053700,Z235,representative,western,sikongo,False
4,-6.36,FAM,C02,B9,255.66,5766.0,,,1,256.0,5053711,Z262,clonal,western,sikongo,True
4,-6.36,FAM,C02,C9,273.69,7377.0,,,1,274.0,5053713,Z263,representative,western,sikongo,False
4,-6.36,FAM,C02,A9,279.8,4507.0,,,1,280.0,5053716,Z260,clonal,western,sikongo,False
4,-6.36,FAM,C02,F9,255.67,1330.0,,,1,256.0,5053732,Z267,representative,western,sikongo,True
4,-6.36,FAM,C02,A10,276.77,7109.0,,,1,277.0,5053831,Z274,clonal,northwestern,solwezi,False
4,-6.36,FAM,C02,G10,264.81,7787.0,270.87,556.0,2,265.0,5053835,Z284,clonal,northwestern,solwezi,False
4,-6.36,FAM,C02,F4,255.71,8248.0,,,1,256.0,5053836,Z196,representative,northwestern,solwezi,True
4,-6.36,FAM,C02,H9,270.8,7689.0,,,1,271.0,5053842,Z272,representative,northwestern,solwezi,False
4,-6.36,FAM,C02,B10,273.73,8214.0,,,1,274.0,8019451,Z276,clonal,northwestern,kasempa,False
4,-6.36,FAM,C02,D10,273.81,7700.0,,,1,274.0,8021027,Z280,representative,northwestern,kasempa,False
4,-6.36,FAM,C02,B2,255.94,1536.0,,,1,256.0,8023230,Z156,representative,northwestern,kasempa,True
4,-6.36,FAM,C02,C3,258.66,2081.0,,,1,259.0,8023285,Z171,representative,northwestern,solwezi,False
4,-6.36,FAM,C02,A2,271.06,735.0,,,1,271.0,8023300,Z153,representative,northwestern,mushindano,False
4,-6.36,FAM,C02,E3,270.76,6804.0,,,1,271.0,8023302,Z177,representative,northwestern,mushindano,False
4,-6.36,FAM,C02,B6,267.64,8338.0,,,1,268.0,8023322,Z223,representative,northwestern,manyinga,True
4,-6.36,FAM,C02,G9,255.7,8180.0,,,1,256.0,8023417,Z270,representative,northwestern,kabompo,True
4,-6.36,FAM,C02,A6,255.65,8235.0,,,1,256.0,8023419,Z220,representative,northwestern,kabompo,True
4,-6.36,FAM,C02,F3,255.65,7986.0,,,1,256.0,8023427,Z180,representative,northwestern,kabompo,True
4,-6.36,FAM,C02,A4,285.86,8040.0,,,1,286.0,8023432,Z185,clonal,northwestern,kabompo,False
4,-6.36,FAM,C02,C4,273.68,8261.0,,,1,274.0,8023436,Z187,clonal,northwestern,kabompo,False
4,-6.36,FAM,C02,H3,255.46,7846.0,,,1,256.0,8023437,Z184,representative,northwestern,kabompo,True
4,-6.36,FAM,C02,G3,255.82,2260.0,,,1,256.0,8023438,Z182,representative,northwestern,kabompo,True
4,-6.36,FAM,C02,H5,255.71,7836.0,,,1,256.0,8023440,Z218,representative,northwestern,kabompo,True
4,-6.36,FAM,C02,D4,270.81,1504.0,,,1,271.0,8023441,Z188,representative,northwestern,kabompo,False
4,-6.36,FAM,C02,C10,270.65,8136.0,,,1,271.0,8023974,Z279,representative,northwestern,kasempa,False
4,-6.36,FAM,C02,G6,270.77,7406.0,,,1,271.0,8034013,Z231,representative,western,sesheke,False
4,-6.36,FAM,C02,F6,273.85,3990.0,,,1,274.0,8034018,Z230,clonal,western,sesheke,False
